14982: 1832,17,302,654,616,58,224,41216,43597,23983
22213: 10702,2121,807,1099,12710,20131,32889,16345,7436,11313
2070: 654,84,542,1102,61,47691,18283,225,32090,35362
34093: 7869,13903,69957,114619,114230,41772,46630,17174,43585,19857
6202: 17,302,564,650,48758,13462,7529,46958,29603,21010
16532: 32244,12535,18652,50412,9115,2940,2179,11597,28390,48828
46489: 224,4319,9431,49983,6337,3819,22268,43625,10532,23773
9818: 17,46015,44665,26522,38953,43992,51493,42044,4049,16452
11884: 45760,4112,26864,4969,27427,5569,47322,8609,33865,42378
2071: 650,559,2085,17123,2906,12042,302,58,25828,18221
35127: 16298,23863,14740,36362,2746,25401,35946,9687,9072,43068
10335: 18152,11983,411,42319,13962,6542,35967,12124,4916,38606
13434: 15976,44093,33789,30933,41597,12955,16723,21487,40536,34499
11885: 9267,21817,27203,39083,13231,20032,4541,18150,12167,41795
12918: 62776,289,101,17,302,616,29,84,16655,52106
16017: 52345,508,65260,10350,23637,14845,19542,21627,50527,11763
2072: 4364,1102,1119,302,654,58,518,354,43632,22482
3105: 17,654,302,58,6713,224,5383,35531,20843,36578
4138: 124,17220,70,138,17,48360,28098,623,32743,45778
8270: 1109,10682,24676,17,654,302,58,50558,27666,38573
40293: 9655,7950,43930,15947,52028,50730,39401,23690,3937,50064
13435: 37694,17,361,3447,49705,27838,19863,2487,27715,14205
25831: 27929,13209,9594,4671,7468,50129,18865,35958,8182,40327
27897: 31295,46724,64671,109835,29509,86186,104176,44130,32638,45507
32546: 669,14512,34132,3889,2778,40858,8232,1572,6871,20738
9820: 422,12061,4268,19439,3403,43592,13390,26971,18779,20760
42876: 138,17,70,654,354,23288,28844,5662,15044,41459
27381: 22511,74565,6491,33432,8465,15353,46955,21701,26252,53
28414: 5063,6978,7424,19015,15620,19138,33872,17944,17032,38261
6205: 546,254,17,302,354,46531,49604,15595,51498,20692
13436: 46994,23824,14600,25716,41696,14213,39919,46157,32568,32123
7: 302,616,58,29,518,138,20852,16100,1638,46240
8788: 97,116,5753,8276,25946,46756,58,29,84,34320
10854: 13566,54897,51617,78928,23368,16689,41850,7130,17657,28462
13953: 17,6759,1913,361,49664,39934,26824,27993,8424,27453
26349: 14277,8766,50220,5641,1532,41372,46412,36452,42675,46965
30481: 202,17,70,14317,37105,16547,51659,37610,24423,16536
2074: 924,4660,36987,4728,23192,49038,15360,8217,37364,2853
3107: 521,6849,18867,28943,31762,7269,33154,51854,18231,28028
4140: 2337,168,1326,1528,1359,5653,37452,18699,5684,22201
7239: 17,616,302,654,58,12177,25109,40350,45271,47371
14470: 58,29,17,654,518,1102,354,32839,48539,4938
15503: 899,496,17,947,39993,11472,46182,13017,43921,9381
2591: 45,17,616,302,654,58,542,31314,52347,3052
6723: 135,9491,12657,2153,25879,41069,2396,39702,9725,227
8789: 94,17,76,17862,21125,1822,39950,20985,25911,11219
16020: 7120,18909,32270,22405,8564,12304,22207,9931,20447,26611
17053: 17,302,616,654,429,58,41807,17843,44365,27245
525: 116,302,84,70,40729,17808,37539,35326,11409,17881
30482: 254,7194,17,361,302,654,354,50455,3536,13957
2075: 3476,548,28,302,654,84,542,14838,46521,33977
32032: 16632,1550,17,616,302,58,650,409,12577,49977
6207: 239,302,654,616,58,84,2471,34969,11431,32007
10339: 119,875,559,9617,58,29,654,525,4209,9278
26867: 64825,14241,23856,10884,34421,50938,15832,2900,41863,33132
1559: 5991,302,29,654,616,51540,6456,15963,40056,29106
33582: 2898,103141,30598,6766,47788,41788,26663,43737,21911,37531
5691: 19912,23932,15247,37890,20400,13765,37397,44354,22786,30106
6724: 17,616,302,226,14075,3571,32492,4877,28873,27059
8790: 398,675,17,40625,3620,2251,3324,46848,11176,16602
41846: 32,1109,17,616,542,8,15,40667,27249,23018
16021: 81549,7220,1143,37860,31790,8870,32589,46550,41926,24225
47011: 25979,167,7409,105661,37224,33261,5532,18029,22454,50855
23252: 4308,12968,5486,7940,11577,2856,26513,34271,42354,14821
27384: 18260,40228,21517,80035,74885,33460,4683,7632,31518,27397
2076: 33137,42322,18027,49334,34192,8093,40438,10403,26943,45379
12406: 986,12710,17,226,6494,44255,8585,2539,47063,40820
31000: 47600,24974,7405,10877,19557,33068,15474,26326,1902,35101
1560: 3297,10323,17164,27251,85755,58,518,17,7705,6926
6725: 288,3155,302,17,654,58,616,16824,51232,28620
9824: 1744,1002,4513,3618,6315,48729,6450,1341,46657,2044
13956: 15947,44741,39164,3703,42141,22250,16434,46691,50083,51766
24286: 14982,23520,17771,20333,36776,60,41930,31338,46834,21204
2077: 656,8483,10930,29,1102,17,654,518,32952,39166
3110: 378,21766,35576,26898,1605,36529,48647,25246,34318,5594
5176: 2674,101,17,654,302,616,37538,25861,41013,16347
7242: 19029,44935,5611,7614,94354,22848,9782,20037,43262,17146
14473: 17,302,84,361,2895,10712,42524,8854,43815,25765
25836: 22477,2153,2347,26264,15115,12538,10389,34329,41840,17820
27902: 254,7194,17,361,302,654,40924,25066,29140,3414
29968: 19648,11543,4023,14993,8692,83825,1852,24482,18307,11540
1044: 4288,1874,84,17,302,654,616,58,26582,17867
31001: 17,654,302,616,84,58,564,4627,17936,33225
1561: 902,1023,97,813,4174,3213,34081,5042,11488,35064
10858: 530,17,28518,27759,33530,44702,14681,11475,13904,27386
43914: 116,48100,17364,377,19313,3330,21835,33000,15830,9494
17056: 58,29,17,654,46959,51671,13096,5597,46961,14788
18089: 70086,22243,94695,32827,21001,225,654,74445,1684,16061
23254: 8034,13959,3143,20050,34405,27025,19582,6695,17146,25759
3111: 58,302,616,3386,14579,19179,46841,40586,25402,48528
6210: 1102,138,17,302,654,518,354,8858,15728,36566
8276: 17,58,84,1102,41344,49648,43641,123,31730,37706
10342: 119,559,17431,101,554,17,654,616,302,7104
42365: 1089,526,17,616,654,302,58,542,2371,45553
24804: 11115,105716,5345,45361,51503,9887,36366,52062,7751,27079
1045: 65,356,559,58,518,17,84,542,39764,5841
1562: 709,5465,6809,29,654,616,2650,50850,5040,26041
3628: 4223,1281,13396,17,542,302,616,103,48597,33304
7760: 17,45198,20123,20897,41198,48165,33662,48012,8478,36758
11892: 5398,34297,20539,31675,2230,22491,19690,40801,16521,5494
18090: 38225,441,1256,4752,9838,11857,5713,36619,4139,32445
22222: 378,899,17,44479,23374,46791,29845,31048,1775,9912
23255: 26712,41300,4194,7653,33285,53290,26804,29662,51415,49084
9310: 58,17,302,616,654,76,35482,46662,34322,10188
24805: 6157,11415,10391,98180,83725,49220,6667,44600,16657,27483
2596: 366,43588,51538,15716,2543,16189,3760,44193,44165,19388
6728: 2995,7667,58,302,654,616,8,19509,47783,2708
9827: 17,131,899,302,654,47495,38072,26960,13435,28891
11893: 17,36863,9712,23422,18510,7784,4305,25164,24790,29460
14992: 81,3423,986,7211,26365,1783,36336,16259,32527,35164
30487: 3548,38589,31582,28983,13567,37021,33460,49659,8780,16698
2080: 356,16104,58,29,17,654,44199,42681,28267,24472
3113: 17,302,654,9419,20083,1946,20386,15872,19669,49877
31004: 52595,8322,24933,16965,13077,11371,12668,48730,47628,43852
2597: 28926,780,39934,2239,10939,18843,50977,8453,44931,11506
5696: 2292,508,17,8,84,654,17770,40461,3375,35570
5180: 21631,58648,17,37760,39414,16345,18647,24253,25928,11240
9312: 302,29,654,616,58,84,15,51999,50780,36444
11378: 17,70,76,47567,20051,51458,13614,31921,49875,36051
13444: 40,303,1009,899,17,302,654,27044,33162,16282
17576: 3033,70142,1397,2510,14268,4656,41922,15667,20215,10369
22741: 13178,17,70,76,81,46203,9809,1028,23652,48104
29972: 1239,690,17,4563,49915,28981,13388,38723,36902,32345
31005: 17,3,302,654,58,7128,15068,20453,43409,34498
12928: 17,84,2162,48470,47630,10341,3115,39584,33496,16930
13961: 10804,166,27697,598,34023,1399,6328,9742,52158,2690
34105: 29573,62840,11401,1754,77581,13514,12117,12207,30592,29201
9313: 65,787,17,616,302,654,58,542,25601,28244
10346: 51326,68201,5691,7274,24581,1471,38480,46076,42363,17065
13445: 861,591,17,302,654,58,8,52034,14052,17616
24808: 10492,26674,22675,14319,4792,16549,33340,3159,26464,33192
28940: 64457,47558,7891,16084,2676,44350,1171,11702,414,28946
1049: 76,17,564,5216,45925,18386,17619,1499,5108,42540
4665: 1348,749,29,654,616,58,84,650,15505,37575
11896: 17,45437,14077,46679,27111,5041,9555,41103,39560,46061
20160: 17227,168,226,5738,297,7598,14422,32491,17172,40143
22226: 8321,1435,20735,25659,36994,43807,13405,48176,9898,35016
4149: 31984,21006,15787,14257,19270,19257,28195,8325,8137,5809
34106: 14508,9354,8454,31066,8394,37674,10886,39330,373,18578
41337: 25636,48694,7735,45656,36257,43486,37536,13476,14284,40617
25842: 2149,25196,97610,16739,15927,44396,13154,21885,37243,36445
33590: 17,302,654,616,58,224,29,20447,33547,29627
4666: 4479,16743,38623,21523,2245,24159,49193,21438,17596,41148
36689: 38953,33867,38615,26661,24051,45026,35963,32179,30141,44810
9831: 1400,574,168,719,984,8860,12618,9878,44888,47127
20161: 17,302,564,650,8,728,33911,46167,50757,1102
29458: 1803,29161,117450,23738,31315,36653,36695,30494,40219,11854
13447: 5477,11404,22182,9381,31203,22065,30058,18703,25849,43139
17579: 866,26490,18167,10103,11621,21041,35219,47746,4909,33237
18: 26651,46619,46494,42413,14880,5829,32845,4930,7616,14967
2601: 17,302,16915,29919,17081,26299,20389,45684,4774,34756
7766: 82919,168,76,28151,28341,8476,47239,51541,48909,41671
12931: 4107,13498,12480,289,101,17,654,302,616,34454
13964: 65,17,302,361,654,30128,32439,49416,26524,36707
19129: 8342,27015,14056,49175,33513,25472,917,20393,15656,15979
535: 17,29,1102,6,12730,48226,19404,13213,18558,25071
19646: 25718,107529,51782,10956,45833,14248,7543,35767,49092,11587
21712: 19264,302,654,17,58,20738,30405,47788,39964,766
19: 19480,11028,1388,17094,51327,36778,12639,26036,14039,27203
2085: 1382,3476,829,12133,11720,16625,10522,34627,12839,47184
19130: 34752,483,402,17,616,654,302,564,52037,6313
21196: 89750,83103,33038,94151,74448,117917,31903,28326,11861,30997
536: 97,813,8276,302,29,654,616,58,84,4389
1569: 986,81,226,2967,43355,4963,41724,7019,30654,2765
40307: 866,8131,4288,38628,2811,19902,32528,14555,47254,12732
12416: 1287,302,654,84,518,1102,28058,28695,36814,19190
21713: 239,302,654,84,58,29,36814,39952,9297,35174
23779: 32329,2618,17,654,58,302,39147,39455,8697,15604
31010: 47623,32379,20704,13977,33205,28370,1852,752,13620,29691
32043: 29,3234,17,654,58,84,1102,28941,11472,27926
5702: 97,3265,616,84,1102,28584,46296,8440,33616,31419
6735: 1155,17,58,616,84,354,42843,47743,17361,36280
9834: 65,17,616,302,654,58,12058,9593,47895,51315
45989: 64805,2604,36936,6310,11696,12754,23357,27937,51074,9917
1570: 18835,17,654,302,84,24667,7325,24277,19705,5369
6219: 10041,1206,4755,3107,1527,1352,2880,21491,38961,17785
36176: 3137,48002,21824,46868,16227,15416,15561,19165,16104,9422
8285: 302,17,518,29592,3167,25902,48860,3889,23055,17767
40308: 2669,6840,8194,17,650,44747,1746,34594,15435,2868
47539: 68549,48094,22067,48024,29774,21076,17328,6586,50249,49989
21714: 84727,3681,45760,52205,17734,42928,2529,34841,2411,11418
27912: 3536,3715,15553,46394,8641,17311,40324,21964,16020,40801
2604: 367,30703,17017,45544,27530,30774,15366,43761,45626,999
6736: 1039,19536,14202,17,24252,49709,7179,49288,35133,20846
8802: 8870,289,101,302,654,616,29,31051,5021,5554
12934: 3516,4245,616,568,50782,34485,42115,34705,48630,23382
538: 10269,5258,1102,302,654,616,36040,15778,25450,41405
3121: 1535,116,709,101,8,70,31619,44893,31220,23554
8286: 20765,5121,17,302,654,3766,11792,21552,50052,14729
18616: 650,239,302,654,58,84,4706,13504,25671,16623
22748: 29,861,17,654,58,28093,34604,48176,45679,49243
28946: 11991,245,7772,18118,7663,37771,40927,37249,49020,11916
34628: 64481,116857,43199,58050,70242,65936,96519,107640,50772,30853
6737: 873,17,302,654,76,4006,31834,41822,8166,3367
41859: 34441,31028,47367,10606,46203,46050,7818,24772,36318,12194
44958: 429,8664,15018,4946,1473,2338,43772,51416,4783,46219
47024: 71737,40237,49996,39097,19213,22398,50327,778,33664,24429
20166: 1362,17,302,654,616,58,29,7670,44189,2394
539: 1039,7409,14202,29,17,654,58,43967,4948,51396
5188: 3107,3864,508,47676,39024,45398,19419,3134,17847,20652
7254: 103841,122516,103073,19667,19674,4662,12501,36531,30154,25986
8287: 6733,10834,17047,30698,47391,45188,12007,41410,25701,772
38244: 17,654,12083,39029,41796,9597,28151,1983,45276,50870
9837: 29,138,17,654,616,1102,36832,47629,52044,40318
15002: 7148,52792,77433,58754,68900,46072,27944,31000,47333,51911
18101: 17,1744,441,931,36396,31942,12795,37769,14567,42756
36179: 17,302,58,29218,27705,18360,51287,1026,52098,10701
37212: 1604,13893,39963,37503,78787,52477,5851,26216,24374,11190
16552: 21548,11132,13912,24822,21694,38307,35830,48762,20061,49880
20684: 986,19687,41966,46023,13561,51009,12551,14602,46097,31586
26882: 358,39133,34981,41334,41895,42738,48973,41536,35389,40687
36696: 669,16965,56139,14915,37215,37347,37245,37556,14599,41292
10871: 17,58,302,654,616,45,29,41424,30343,26082
43927: 33176,1361,7024,8153,44862,23365,44479,6559,8077,32733
29465: 25003,48211,17,654,301,26281,1546,47588,7802,51960
11388: 901,190,16804,4267,43418,34115,51943,23839,46292,51923
43411: 36370,38627,10764,22938,51014,1115,33677,23081,23597,47456
16553: 302,29,17,654,84,1187,19509,23556,7942,1003
20685: 18389,616,17,654,58,542,37437,24535,18031,40795
5707: 3172,1352,2880,22042,33523,12578,538,12268,36947,24474
9839: 17,698,81,47341,25003,38438,11080,16884,31414,42070
39796: 168,719,5738,984,8860,5480,1326,801,26034,48641
49093: 866,8167,19354,49301,1631,31671,47932,45172,12659,7862
32565: 1825,37269,11019,30585,47492,42232,41816,22171,28082,9334
3125: 749,17,302,654,616,84,50740,47388,38090,16081
4158: 3177,5214,36255,20659,1883,31087,14271,5047,8135,29806
8290: 116,302,29,17,654,84,49533,37616,34135,29826
43412: 27340,19964,7026,1558,6512,37274,4833,27959,24972,11843
16554: 8870,18287,10930,17,302,654,58,38962,7483,12898
23785: 8213,2008,813,17,8,1009,44118,43088,37272,48906
31016: 66557,23922,8322,24933,16965,13077,48575,3582,34459,28733
34632: 224,302,17,650,1245,17178,12957,7360,7840,47527
37731: 24530,8231,45394,22581,28500,13390,35679,25111,45556,23892
9840: 11991,10365,4256,23335,45430,40045,34466,10563,37807,19822
12939: 6435,41670,15406,42734,2982,34476,44037,52283,26686,17510
22236: 17,302,654,58,29,650,7085,9714,32641,24953
25852: 97,6096,21835,28806,51752,16534,25973,42299,15512,51908
3126: 891,51729,31613,26110,46791,40238,49319,8476,31189,47362
29468: 13969,34755,17454,43580,42160,33152,10035,29352,7873,5066
35150: 358,17,616,654,302,58,15,27107,22483,29328
46513: 31214,20468,3808,35657,16995,8310,7495,41517,9627,5407
25853: 17395,45794,28759,6836,802,48313,14883,16936,37107,9921
38766: 3177,4209,22237,36470,40831,7272,1199,32638,27655,50329
44964: 1677,7031,698,2139,17,564,33717,41246,14968,1158
2611: 9617,302,654,84,11736,24775,2449,30617,15101,36613
35151: 650,58,354,17,616,302,289,353,39268,13819
10359: 302,285,654,58,84,49420,4097,30548,44052,26834
40316: 8627,16675,36089,39700,25371,42515,4039,39978,15631,8990
15524: 52240,254,7194,17,361,302,654,354,84,44271
21722: 239,302,654,58,84,650,18167,27362,38731,5033
22755: 873,131,17,947,14624,20768,9217,13780,19692,7375
25854: 2318,19497,31412,16237,27313,43936,2289,24097,27592,1003
8810: 709,873,17,76,8951,48973,42827,36290,33245,46862
44965: 41238,2888,574,8733,22643,4590,36392,28927,22700,44609
45998: 57192,46302,49488,39472,51975,15414,602,20935,20560,47602
17074: 13696,37082,95682,102939,1749,4021,4639,6756,22451,2129
27404: 654,302,29,58,354,361,58,34964,48558,13462
2612: 654,58,17,302,542,15,10814,28040,24765,43176
34119: 22674,24872,2605,52202,31989,44629,11846,24794,20892,2593
6228: 709,58,554,302,84,29,76,1102,51796,45473
36185: 5356,17448,48223,24614,28238,33080,49346,29042,15897,43355
13459: 18287,5214,10039,76,27042,29748,12258,42903,8397,52177
15525: 24890,29,84,650,1102,354,4603,11393,30414,10928
16558: 96,22172,19829,25960,35367,34053,48161,10661,25710,7995
17591: 21439,61279,89928,54606,5584,54442,4348,17822,54989,22907
21723: 9943,596,17,302,616,58,650,39118,44636,39026
3129: 559,8276,302,29,616,84,542,518,30206,46702
37735: 3372,226,6585,1200,26832,10530,24754,26717,25782,46455
11910: 1927,899,302,654,84,44933,5562,49297,42585,2672
43933: 11813,1644,12981,20861,20845,34431,4053,40303,28578,42161
21207: 306,17,654,302,20631,5810,17220,9584,30358,19563
11394: 1606,12776,17,518,50985,3908,9659,18421,21731,46224
17592: 76,168,45551,41533,21325,11673,33688,27394,18637,35114
2097: 65,124,709,559,967,18867,616,33820,46343,1560
8812: 687,986,2967,226,4435,50553,27581,20476,18038,44962
43934: 39833,24252,69359,57369,7030,26164,45000,16661,23120,40733
16043: 8588,11488,508,94,17,70,19290,16945,5955,6505
27406: 5553,17,302,58,616,29,84,1102,354,18522
32571: 418,17,518,616,302,84,38442,29510,45206,15683
4164: 2162,1403,1631,32162,302,17,33254,5951,48675,51110
12428: 81,51706,23251,36170,28819,26415,15432,20354,39075,9617
27923: 39515,56693,9652,539,14820,2536,2,29280,27709,37795
2615: 29,289,84,518,650,19662,34324,36956,2979,46662
22759: 17,302,564,650,26957,10585,24145,41480,15964,22618
24825: 3949,45563,43991,3428,29436,41628,41065,32806,29901,19732
31023: 18215,856,12937,51631,34769,3181,48951,1668,41482,27249
4682: 10937,22920,1546,698,7454,17189,50500,23432,5576,33394
11913: 761,449,521,17,302,51080,40007,1670,6996,23896
19144: 12377,17,34338,23462,45386,7544,50592,19515,49902,30039
24309: 168,719,984,5480,801,1400,24503,39303,31305,22997
37222: 510,1389,17,616,654,58,302,37003,10117,7254
9331: 24308,52132,85508,64240,11246,28740,12964,30009,24024,40334
10364: 21366,17,35839,16414,41821,774,6840,30168,42143,32674
6749: 12254,1400,168,719,5480,8860,135,36492,45758,7941
41871: 8882,18469,41714,16866,37583,7860,1104,44548,37156,31828
17079: 354,17,11373,11713,25823,27092,35498,50008,30929,2072
23277: 24094,21354,45827,9626,17326,5900,50327,50123,27468,48698
55300: 239,3,302,654,84,58,1102,39631,11766,43840
31541: 15754,77310,66665,5662,9198,981,25612,30407,36306,18403
4167: 508,94,17,18924,23971,6645,5288,42118,21335,29844
34124: 1348,17,302,58,44009,40860,43374,7644,22301,9723
13464: 168,1400,574,42020,31303,37228,21122,3099,6261,43628
24827: 1167,35448,36524,35665,10968,24591,31028,49726,42221,12256
1068: 17,1002,441,33608,24724,403,19863,37812,1898,1735
5717: 709,6651,14418,10597,442,19782,45240,47154,17703,33236
22245: 23595,28632,22059,17498,41238,28637,2470,45594,17994,41205
9333: 62433,30259,16431,203,25779,50175,47557,23136,17755,48984
10366: 58,29,654,84,76,1102,16574,37386,17673,47780
25861: 944,3559,37066,33208,44450,45671,24482,22840,18976,26442
36: 654,616,17,84,29,20598,51575,2669,19518,41471
29993: 25459,31669,22908,24112,11657,4298,27858,49937,21585,4593
1069: 1187,749,875,1217,28684,14202,29,138,654,84
5718: 1119,48,17,302,654,361,28021,28507,34522,48874
36708: 1245,3101,22190,19132,70506,11092,1280,55270,43628,13741
22246: 17625,18207,66729,53253,32534,23192,34968,27413,38050,1893
5202: 1876,33603,11062,36388,5633,30966,23381,36821,24647,5301
7268: 138,17,616,84,1102,43242,47488,14847,42624,39301
39291: 14444,46334,49043,26187,11562,22646,6956,5447,9852,27509
12433: 5581,17,654,518,616,84,302,24606,33879,47932
13466: 1382,302,29,17,70,84,21400,38468,40754,4567
20697: 463,2153,719,29935,19239,42469,7166,50469,13746,3885
37: 17,84,65,1239,296,48040,30164,37649,19644,13045
1070: 1405,5553,56,32743,93265,18315,58,17,616,14269
35676: 1397,4341,2510,9054,4889,10110,40002,23186,14434,20468
19148: 8322,24933,13077,33974,38576,992,312,35538,43880,4036
36193: 3157,15505,8103,31856,18237,39647,8830,30863,38410,12324
13467: 17,20519,676,30975,51694,25566,40973,38003,8116,5494
27929: 12541,33835,38595,38967,32921,49669,5962,47980,37366,3146
4687: 302,29,58,84,37218,20415,9351,21138,26777,7876
1588: 3886,50311,46420,84,53,21906,41597,16750,13585,34556
31545: 1382,17,76,28330,5809,34708,22875,37962,8499,30669
15534: 33280,12551,8705,441,38609,15165,31948,31869,46180,4743
21732: 95482,57550,61920,18959,33919,96115,8642,88594,48613,18570
4171: 9289,8321,29967,47215,44577,14326,46237,32825,16732,22555
5721: 17692,17,654,84,302,8,41494,43919,29999,27556
7787: 17,76,84,33216,36452,41906,19762,48077,25683,3236
46008: 12968,2260,2856,7940,11577,16360,27750,39091,48164,25549
20183: 1592,86115,21512,46623,4921,5278,2586,6555,25311,33590
1589: 1217,42489,86063,94,654,58,84,6806,31346,17684
13469: 301,654,58,84,1102,3040,28441,27088,50374,7842
16568: 1126,94,10201,20303,36819,22080,42497,13937,15127,46499
25865: 12044,50507,10081,28532,7239,43191,30034,9906,6081,42530
27931: 6582,17,84,8,302,654,518,1102,51935,26166
3139: 254,17,361,1915,24651,51460,11678,37394,44982,22152
5722: 1217,17,302,654,58,76,22449,1684,33955,19502
6755: 1102,182,17,302,654,8,518,58,354,44881
38778: 924,31496,31603,48831,14399,23492,11075,46146,6578,3916
32580: 2869,74425,44116,10455,23123,10670,24845,21736,47683,47842
3656: 65,891,967,2816,13599,7578,29,32,17,15909
36196: 224,14206,61716,1211,48025,6322,21672,35560,23170,21249
39295: 546,1164,17,866,76,40575,33818,7768,41654,43540
10371: 52225,4912,47537,24746,6533,13937,22198,40579,27671,48499
11404: 19963,1550,17,616,302,654,58,76,8846,48740
13470: 24825,42505,1337,18920,6951,33228,35370,24361,40998,25574
27932: 47333,50103,5799,46462,11496,19724,38731,18552,45930,29883
41: 356,4499,3890,18867,14202,58,138,17,616,16974
8822: 8725,5566,41004,9387,7784,23472,12102,1857,30477,37895
22251: 81,3137,8511,47752,21827,25283,12453,11892,18686,1924
24317: 1091,48389,205,8796,32861,10856,19309,27881,24335,36526
26383: 669,30078,5841,42390,52031,45172,34640,45850,47822,32629
1591: 35798,62108,69776,31075,24179,14884,3462,46453,43308,3441
3657: 1102,427,54999,58,354,17,616,84,5499,29360
33614: 28266,46113,28018,48330,41946,25521,7818,4324,42295,46540
5207: 1744,17,8206,14749,18362,47748,15661,35983,24986,20453
39296: 6606,22029,8790,21267,46058,43603,10880,43369,9214,28305
48593: 3177,36240,78225,28328,24986,42990,51085,9340,3944,42032
27933: 698,76,10542,49771,38087,51703,14637,2755,15520,34652
42: 84,518,131,2193,1009,3919,6119,27604,14629,24811
11922: 17,289,654,302,616,19223,27514,24359,9672,36145
2625: 774,24913,35454,4194,5678,4243,17542,3524,47557,51958
33615: 518,17,84,302,37843,14354,6901,27776,25352,30752
5208: 17,289,84,1102,354,15298,26798,24021,15004,42305
46528: 28926,780,38589,31744,50073,13246,40320,18659,37674,41407
43: 17,30588,14416,9725,18698,35290,9294,48231,49896,38670
12956: 19912,20351,7171,17,1468,33957,37267,51545,26599,43828
21220: 10041,1352,2880,189,7831,44764,39828,45010,19126,35842
2626: 116,699,2897,302,84,616,354,5075,49259,52163
32583: 51123,40394,33886,5814,207,49554,16569,24882,27452,30594
33616: 41065,7372,27974,49807,20515,11693,28681,49960,560,31343
4692: 302,654,616,58,84,27362,47550,48463,11867,47881
35166: 37773,30977,29532,39668,99712,44004,10519,69113,8826,36189
44463: 3169,285,596,17,12023,14182,20647,19664,1712,39907
47562: 17282,4997,14014,25780,21158,2602,24579,20019,41043,31987
21737: 840,17,2548,157,15201,42547,46677,51161,2912,32265
44: 15,97,2338,1217,5413,2316,302,616,18534,30214
31034: 20523,46326,10132,47827,46013,36361,10862,11977,25961,14772
8825: 1455,17164,9342,22142,654,58,302,6088,2398,19694
49112: 41309,24375,40994,28416,2287,39115,18078,14946,22745,39917
31551: 22397,17,224,302,654,650,25096,5662,20858,21664
32584: 25641,49346,14885,35987,2270,32996,13500,14783,27629,9643
17606: 861,94,17,302,654,58,76,6515,17447,10216
18639: 449,521,17,302,654,84,70,31670,3715,2934
51695: 97298,19157,50629,33289,43198,17786,25139,3216,51396,47620
45: 347,4858,14089,27310,42356,42544,40325,43487,13976,29482
3144: 709,22498,27850,14332,29506,23363,49318,36163,26158,35850
4177: 17,675,1362,11,1979,5484,616,17838,51911,3991
35167: 9497,7833,13894,2048,35843,1833,37863,20415,44746,31053
10892: 6759,9318,77950,47299,19747,37732,20329,40786,19598,17467
15024: 3484,17,20350,24218,35025,46367,16439,38007,24536,16762
18123: 546,4068,866,17,302,654,354,76,42992,51100
19156: 37510,17793,34769,18008,49325,35731,3734,20755,20439,35679
27420: 1535,718,5128,50288,25354,23562,30042,33650,50915,44798
8310: 4341,306,6224,44227,50301,11947,16071,1897,45903,47728
14508: 5860,6852,28258,30664,44827,25629,49766,32610,4042,5981
15541: 669,19855,1184,30981,8800,23563,14889,12603,3159,10225
46: 109,7506,19431,38663,46215,18256,302,58,49005,3161
2112: 17,866,76,13447,40230,33627,46400,13039,1141,50811
15025: 56570,1100,44158,47213,28396,14718,50408,34804,28863,24705
10377: 654,58,138,17,302,101,5906,46060,14449,36185
12443: 65,17,616,37969,9079,42148,49825,35450,24839,13825
14509: 873,302,654,14649,40388,7682,35120,35962,9289,51769
49631: 29578,27023,39227,30224,28376,52303,44637,12389,16872,38384
